# Plummer Sphere Model Random Initial Conditions - 10000 particles 
# 
#              position_x           position_y           position_z           velocity_x           velocity_y           velocity_z              masses    
            -1.90421960e+00       1.97580625e+00       3.78883393e+00      -1.12905949e+01      -2.55462542e+00      -3.76759381e-01        9.42866034e-05
             6.67719046e-01       3.40673832e+00       1.12078179e+00      -9.39154849e+01       5.40398110e+00      -1.64362155e+00        9.42866034e-05
             5.21112431e-02      -6.37264308e-01      -2.16304552e-01      -1.36523764e+01      -1.47736147e+02       6.46839176e+01        9.42866034e-05
             3.16640973e-02      -3.30549298e+00       2.09905176e+00       4.67284340e+01      -2.94525419e+01       1.61992931e-01        9.42866034e-05
            -4.15540724e-01      -8.31884901e-01      -4.38723091e-01      -9.69739131e+01       1.26849746e+01       7.09854818e+01        9.42866034e-05
            -1.82256487e+00       6.28884201e-01      -2.50267468e-01      -1.01744085e+02      -4.44207532e+01       5.59390672e+01        9.42866034e-05
            -7.25068523e-01      -4.22858454e-01       5.08848880e-02      -1.21402149e+01       1.04640221e+01       1.13811794e+02        9.42866034e-05
            -3.01056794e-01       3.80120221e-01       1.65916033e-01       1.94236689e+02      -9.07658082e+01      -4.43801111e+00        9.42866034e-05
             2.54452497e+00      -4.96573729e-01      -3.30680786e+00       2.05667932e+01       1.16081542e+01       2.18308026e+01        9.42866034e-05
            -1.23842824e+00      -1.77678143e+00       1.51345105e+00      -8.80965465e+01       5.15842953e+01      -8.16080028e+00        9.42866034e-05
            -1.67815948e-01      -3.69351436e-01      -1.49550961e-01      -1.07538613e+02      -3.53994037e+01      -5.08759386e+01        9.42866034e-05
            -6.99252301e-02       1.26451444e+00      -1.83016762e-01       6.24386127e+01      -4.75920580e+01      -5.92863832e+01        9.42866034e-05
            -1.07774526e+00       5.28077330e-01       1.12317326e-01       1.44076139e+02       6.56804555e+01      -1.30830662e+02        9.42866034e-05
             4.38339715e-01       1.31740486e+00      -2.88495903e-02      -7.08974424e+00       6.69884239e+01       1.08346512e+01        9.42866034e-05
             7.52934700e-01       6.93747180e-02       2.47234964e-01      -1.08588129e+02      -1.11292984e+02       2.61479709e+01        9.42866034e-05
            -8.53541805e-01      -7.45362983e-01      -1.34614314e+00       9.50367658e+01       1.70917934e+01      -1.30652798e+02        9.42866034e-05
             9.52920723e-01       1.93591499e-01      -5.41460020e-02       1.78680668e+01       1.86339315e+01      -4.83272196e+01        9.42866034e-05
             1.81467040e+00       2.57184830e+00       3.09201966e+00      -2.93354272e+01      -3.46162151e+01       1.00307451e+02        9.42866034e-05
             5.49565511e-02      -1.54695943e-02      -2.17917188e-01       2.04677361e+01       2.87916590e+01       7.98230345e+01        9.42866034e-05
            -2.03510356e-03      -4.17679160e-01      -6.50262720e-01       6.27959567e+01      -2.51108049e+00      -6.51242439e+01        9.42866034e-05
             9.04099552e-01       5.56661529e-01      -1.73806221e-01      -5.02367936e+01      -1.25972484e+02      -6.77021523e+01        9.42866034e-05
            -3.54151584e-02       2.42512714e-01      -9.76878202e-02      -7.93208181e+01       1.56279632e+01      -9.47099251e+01        9.42866034e-05
            -4.09721056e-01       4.41968786e-01      -2.25441500e+00      -3.59421341e+01       1.48541294e+01      -6.07227451e+01        9.42866034e-05
             9.05667474e-01      -6.72726202e-01      -6.35146175e-02       4.87485478e+01      -2.37969501e+01       5.47064380e+00        9.42866034e-05
            -9.13906322e-01      -6.32728149e-01      -1.01523674e+00       8.56170147e+01      -1.67972530e+00      -1.24036836e+01        9.42866034e-05
            -7.02369456e-01      -6.97042420e-01      -1.04054469e+00       1.95972530e+00       3.70805024e+01       1.54499178e+01        9.42866034e-05
             5.68285189e-01       4.73895724e-01      -2.08611065e-01      -7.40265587e+00      -1.13250912e+02       1.00910709e+02        9.42866034e-05
             8.81941375e-01      -4.08994841e-01      -9.47219746e-02       1.49750315e+02      -1.58951708e+01       1.23546859e+01        9.42866034e-05
             9.83423966e-01       1.89638077e-01      -1.04579097e+00       6.80114720e+01       1.75255365e+01      -1.07428391e+02        9.42866034e-05
             2.72529350e-01      -4.33820976e-01       1.17943154e+00      -2.67748786e+01       4.61076939e+01      -1.03045047e+02        9.42866034e-05
             2.60541417e+00      -1.54617880e+00       4.60380852e-01      -1.61089536e+01       9.30904751e+01       4.39874056e+00        9.42866034e-05
            -6.19371946e-01      -2.71087827e-01      -4.54486755e-01       8.99566931e+01      -7.82921167e+01       2.57507031e+01        9.42866034e-05
            -6.56125721e-01      -8.83689029e-01      -7.26476048e-01      -6.36277421e+00      -4.19671344e+01      -4.69372474e+01        9.42866034e-05
            -4.09547021e-01       6.14441418e-01      -5.75228693e-02      -2.30311951e+01      -7.79750173e+01       9.23906507e+00        9.42866034e-05
             7.72484713e-01       1.74098123e+00       4.33357635e-01       5.56652017e+01      -4.60533890e+01       6.95366628e+01        9.42866034e-05
             6.39832066e-01      -9.35370306e-02      -3.81948084e-02      -2.16372083e+01       8.43036140e+01       1.18946218e+02        9.42866034e-05
            -1.25555441e-02      -2.55717128e-01       1.67094013e-02       6.93546258e+01       1.56448549e+02       1.52092820e+02        9.42866034e-05
             4.19303559e-01       2.22798617e+00      -7.90796722e-01       1.12687766e+02       1.01229537e+02      -1.22892635e+01        9.42866034e-05
             6.31319064e-01       2.79147365e-01       2.32847040e-01       3.90476040e+01      -4.24703799e+01      -6.03682742e+01        9.42866034e-05
            -3.73266034e-01      -9.09288732e-02      -2.39888217e-01       5.41468367e+01      -1.39390604e+02       5.02939844e+01        9.42866034e-05
             9.62850464e-01       3.22188951e-01      -1.41232240e+00       1.33311257e+02       1.19924744e+02       3.32254265e+01        9.42866034e-05
            -8.77370696e-01       2.03649704e+00      -1.06610845e+00      -1.12691452e+02       3.56321211e+01       6.98978293e+01        9.42866034e-05
             1.35989579e-01      -3.74936587e-01      -1.02435830e-01      -8.68270619e+01      -3.30187755e+01       1.92833731e+01        9.42866034e-05
             6.77243976e-01      -9.94609269e-01      -5.94245526e-01       3.31418885e+00      -1.95513105e+01       2.79294966e+00        9.42866034e-05
            -9.13567845e-01      -6.47356360e-01      -9.13311833e-01       6.58820241e+01       8.49708931e+01      -1.74638146e+01        9.42866034e-05
            -6.15944687e-01       1.55991243e+00       4.78500568e-01       8.11499469e+01      -1.15054595e+02       3.71138633e+00        9.42866034e-05
             9.86839593e-01      -8.11153238e-02       3.93564602e-01       4.76249786e+01      -1.00131581e+01      -5.23710556e+01        9.42866034e-05
             7.51106561e-01      -3.39852886e-01       6.45622909e-01      -1.04863592e+02       5.09440756e+01       3.90414405e+01        9.42866034e-05
            -4.23732107e-01      -8.91695699e-02       2.48682703e-01       1.82147748e+02       7.86426287e+01       3.07953060e+01        9.42866034e-05
             1.13520314e-01       9.21294384e-01       2.31363726e-01      -7.76661515e+01      -1.49445109e+01       9.45397053e+01        9.42866034e-05
             1.46402471e+00       6.16056021e-01      -6.73290672e-01       1.81175987e+01       9.60780321e+01       5.73788367e+01        9.42866034e-05
            -6.39699098e-02      -3.02416538e-02      -2.98315192e-01       8.22520496e+01       5.75337113e+01      -1.76245203e+00        9.42866034e-05
             8.65531139e-01       2.72335151e-01      -5.04201334e-01      -9.21739759e+01      -4.28052986e+01      -1.15856167e+01        9.42866034e-05
             2.25087006e-01      -1.32627179e+00      -8.50955023e-01      -1.79332665e+01       6.58402368e+00       6.50028469e+01        9.42866034e-05
             4.62581320e-01      -4.26275196e-03       1.98911811e-02       5.38233858e+01       9.01638979e+01      -1.21664368e+02        9.42866034e-05
             7.53995485e-02      -1.59640083e-01       1.49590371e-01       9.10536480e+00      -1.28508389e+01       4.51991722e+01        9.42866034e-05
            -4.77653225e-01      -2.43298759e-01       8.09547825e-01      -4.25875588e+01      -7.04179878e+00      -8.09766773e+01        9.42866034e-05
             1.85073891e-01      -9.07110180e-01       2.11733148e-01      -5.77824294e+01      -8.46836128e+01       6.57746748e+00        9.42866034e-05
            -7.19577047e-01       2.67520075e-01      -2.54465391e-01      -3.92041464e+00       2.00597107e+01       9.16284312e+01        9.42866034e-05
             5.95757133e-01      -8.24423938e-01      -1.29585968e+00      -9.00814244e+00       1.06902340e+02      -6.22672922e+01        9.42866034e-05
             1.79380610e+00      -5.11616664e-01      -6.57109543e-01       3.14171457e+01      -5.29903474e+01       3.82366887e+01        9.42866034e-05
            -1.23431355e+00      -1.68329688e+00      -1.07766324e+00      -1.36037112e+01      -5.74903505e+01       1.90369284e+01        9.42866034e-05
            -4.95141987e-01       7.87530493e-01      -1.38621673e+00      -5.03071742e+01      -1.20130312e+02       2.41114322e+01        9.42866034e-05
            -5.34151214e-01      -7.33715065e-01      -6.35727656e-01       6.08456596e+01       1.99910916e+01      -3.50040414e+01        9.42866034e-05
             8.04022503e-02      -1.26847166e+00       1.56668956e+00      -6.56782325e+01       4.39610662e+01       6.10694097e+01        9.42866034e-05
            -7.70890198e-02       1.04735462e+00       8.81664478e-03      -6.38466971e+00      -6.28282979e+01       4.60593612e+01        9.42866034e-05
             1.26020645e-01      -1.72303426e+00      -2.24009227e-01      -1.29115149e+02      -8.68642730e+01       1.10773523e+01        9.42866034e-05
             2.26919168e-01      -2.49030664e-01       1.64283407e-01      -9.11111179e+00       7.45316529e+01      -5.15778309e+00        9.42866034e-05
             1.54570508e-01      -1.61155140e-01       7.37613896e-01      -3.08426471e+01       9.04709549e+01       3.00274654e+01        9.42866034e-05
             1.97648576e-01       7.60310153e-01      -7.83997737e-01       8.61490101e+01       1.17766488e+02      -6.94549829e+00        9.42866034e-05
             9.65848658e-01       2.49429808e-01      -5.74348890e-01       6.86051821e+01      -8.69984564e+01      -7.88284147e+01        9.42866034e-05
            -9.20762675e-01       4.12337963e-01       1.09533414e-01      -1.21724605e+02       9.28610068e+01       1.08342231e+02        9.42866034e-05
             1.29752706e-01       1.12199678e+00       7.28915447e-01       5.00442603e+01      -1.57936146e+02       2.31512710e+00        9.42866034e-05
            -6.38156806e-01       1.71850262e-01       1.42490629e+00      -2.76820106e+00      -5.18872641e+01      -6.78504935e+01        9.42866034e-05
             9.21996132e-01       6.71363370e-01      -1.83979535e+00       5.04398660e+01      -3.28440634e+01      -1.88664678e+01        9.42866034e-05
             3.68917229e-01      -7.93778689e-02       1.48131495e+00       3.02528940e+01       5.23263380e+01       8.98765310e+01        9.42866034e-05
            -3.00358634e-01      -1.42533724e-01       2.33307697e-01       1.55318531e+02       7.56273880e+01      -4.08450529e+01        9.42866034e-05
            -2.17070345e+00      -1.13220762e+00      -1.37069217e-01      -8.62400743e+01       1.84824631e+01      -4.57278920e+01        9.42866034e-05
            -4.61997419e-01       7.67877486e-01      -1.05133962e-01      -8.66685976e+01       2.95685929e+01      -5.44285276e+01        9.42866034e-05
             4.22847665e-02      -1.94765512e-01      -7.24783030e-01       1.28514068e+01       1.71550777e+02      -4.04295723e+00        9.42866034e-05
             3.92237882e-01       7.24209790e-01       3.25906114e+00       6.87556965e+01      -6.32432682e+01      -4.87129023e+01        9.42866034e-05
            -3.07863019e-01      -5.64575657e-01       5.04266767e-01       3.53029069e+01       7.63823834e+01       4.08073984e+01        9.42866034e-05
            -2.53644087e-02      -1.88135921e-01      -2.67450368e-01      -1.60246448e+02       2.52519445e+01       6.00776104e+01        9.42866034e-05
             1.05088445e+00      -1.49277382e-01      -3.82539982e-01       2.12929502e+01      -8.40107412e+01      -2.08441355e+01        9.42866034e-05
            -1.74635102e+00       2.05426592e-01      -1.75200032e-01       7.06373187e+00      -1.18201195e+02       1.22119198e+01        9.42866034e-05
            -3.32898706e-01      -4.40942354e-01       3.71956124e-01       1.26863961e+02       5.13923985e+01       2.33392084e+01        9.42866034e-05
             9.54927789e-01       1.22896499e-01       2.94610244e-01       1.01898220e+02      -4.18742040e+01       1.27291396e+01        9.42866034e-05
            -8.18978642e-01       1.13914900e-01      -1.04589993e-01       7.09086373e+01      -4.60020337e+01      -7.38333874e+01        9.42866034e-05
            -1.41245636e-01       6.28801421e-01      -1.08391671e+00      -5.72811352e+01       1.44941779e-01      -4.49253102e+01        9.42866034e-05
            -1.13458160e+00       4.82042091e-01       7.49462267e-02       4.66666653e+01       1.54715924e+01      -1.14674732e+02        9.42866034e-05
            -9.20794177e-01       3.77164929e+00       5.41359101e-01       3.11177044e+01       5.32193415e+01       7.82363443e+01        9.42866034e-05
            -1.61693267e-01      -1.60253672e-01       9.18170107e-01      -6.99390233e+01       1.30418030e+01       1.54867755e+01        9.42866034e-05
            -2.63698498e-01       4.35159539e-01      -1.53801193e-01      -6.78843245e+01      -8.34785420e+01      -4.89760968e+00        9.42866034e-05
             2.54113670e+00       1.22909480e+00       9.61867705e-01      -4.63510163e+00      -3.44462105e+01      -2.12732541e+01        9.42866034e-05
            -2.89131628e-01       3.80652152e-01       9.01328919e-01       8.23443965e+01      -3.88489761e+01      -1.00200735e+02        9.42866034e-05
            -1.80203073e-01      -2.73165281e-01       4.67539684e-01       1.08229475e+02       1.33089455e+02       5.19422440e+01        9.42866034e-05
             6.87092151e-01      -1.82200710e+00       4.88149569e-01       5.81733894e+01      -3.95166497e+01      -2.53200889e+01        9.42866034e-05
            -8.71724276e-01       5.25466397e-02       3.11841670e-01       9.17972898e+01       9.47669872e+01      -3.40797467e+01        9.42866034e-05
             6.14039147e-01       1.71301264e-01       4.70083262e-01       1.85083271e+01       5.95752963e+01      -3.05304070e+01        9.42866034e-05
             1.19472143e+00      -8.65383078e-01       2.56885690e-01      -2.45833821e+01       6.12804682e+01       1.21079620e+02        9.42866034e-05
             1.72794100e+00       9.87406074e-01      -5.42146161e-01      -3.32771415e+01       6.08464852e+01      -1.05314069e+02        9.42866034e-05
            -3.53778499e-02       6.92259779e-01      -4.17875650e-01      -1.05933622e+01       6.03514455e+01      -7.14598210e+01        9.42866034e-05
            -2.49575214e-02      -8.11133412e-01      -1.69477343e-01      -1.43900911e+01       3.97835915e+01      -4.77552123e+00        9.42866034e-05
             1.48230987e+00       2.60709099e+00       2.55714226e-01      -4.99184581e+01       3.23761448e+01       1.33667910e+01        9.42866034e-05
             3.66061865e-01      -2.32600637e-01      -3.03858010e-01      -1.13217453e+01      -3.98792439e+01       1.10621510e+02        9.42866034e-05
             1.20255409e+00      -2.36590921e-01      -1.77152020e-01      -5.02643007e+01       3.86353568e+01      -5.43516816e+01        9.42866034e-05
            -8.24472607e-02      -5.51938893e-01      -9.31548131e-01      -4.39335105e+01      -9.94135455e+00       1.85564488e+01        9.42866034e-05
             1.06796103e+00       7.28033290e-01       8.94014058e-01       7.90283266e+01       6.24344411e+01       7.42872006e+01        9.42866034e-05
             1.19907042e+00      -5.69201115e-02       5.09427885e-01       1.14030478e+02      -9.59795858e+01       5.60171300e+01        9.42866034e-05
             6.86160666e-02      -9.92257050e-01      -9.92911236e-02       3.90927957e+01       1.28759073e+02      -5.68936812e+01        9.42866034e-05
             9.75655973e-01      -7.37321774e-01      -1.24034088e+00      -2.34567622e+01      -9.84418008e+01      -3.23595589e+01        9.42866034e-05
            -7.05339303e-01       1.89056899e+00       8.65741312e-01       5.10368083e+01       3.33446819e+01      -7.94988935e+01        9.42866034e-05
             1.02261050e+00      -2.73737085e-01      -1.65373001e+00       8.91769372e+00       4.14037712e+01      -4.06403374e+01        9.42866034e-05
             1.20163537e+00      -1.10086451e-01      -6.69525382e-01      -5.04112738e+01      -1.05723074e+02      -5.43371084e+01        9.42866034e-05
             2.85021819e-01       7.23868355e-01       2.04716310e-01      -1.02996261e+02      -9.94933498e+01       5.54267493e+01        9.42866034e-05
            -5.13259063e-01      -9.65308156e-01      -5.86403306e-01       3.33305187e+01       1.75605402e+01       1.20343142e+02        9.42866034e-05
            -2.78994755e-01      -3.22182524e-02      -3.89608028e-01       4.30303792e+01       4.26045511e+01       3.44983308e+01        9.42866034e-05
             6.54379111e-02      -4.40535664e-02       1.61167511e-01       9.79100033e+01      -5.18994220e+01      -1.21921386e+02        9.42866034e-05
             4.78938319e-01      -1.79793168e+00       8.79180941e-01      -5.12529892e+01       2.48783126e+01      -6.42966021e+01        9.42866034e-05
             1.48837767e-01       1.66802253e+00      -1.26156267e+00      -6.13959015e+01       7.52748568e+01      -1.19936456e+01        9.42866034e-05
            -2.21879697e-02       9.31299989e-01      -1.41763873e+00      -1.00407338e+01       2.34695097e+01       9.96476309e+01        9.42866034e-05
             4.66434705e-01       9.53351410e-01       3.16899938e-01      -9.16943780e+01      -6.40926626e+01       1.02573799e+02        9.42866034e-05
             9.81908664e-01      -6.72380529e-01       3.75245091e-01      -3.97051102e+01      -3.06488006e+01       9.11964769e+01        9.42866034e-05
             2.58886104e-01       3.01137512e+00      -3.13419959e+00      -4.46779081e+01       6.29085339e+00       4.81818171e+01        9.42866034e-05
            -5.44556890e-01      -2.52474227e+00      -5.79360502e-02       1.49753781e+01      -1.16478974e+02      -4.53995111e+01        9.42866034e-05
            -2.98786270e+00      -2.84913391e-01       6.62000806e-01      -4.53294507e+01      -1.71740642e+01      -2.29957470e+00        9.42866034e-05
             7.27531422e-01       1.83426743e-01       1.99886193e-01       6.94206397e+01      -8.77738562e+00      -1.20021877e+02        9.42866034e-05
             5.34888569e-01      -3.96549112e-01       6.36095069e-01       9.59626652e+01       8.45780394e+01       1.19735660e+01        9.42866034e-05
            -4.76183183e-01       1.40138019e-01      -3.02087119e-01      -3.08235304e+01       4.78140552e+01       5.24913033e-01        9.42866034e-05
            -1.06833557e+00       4.43991279e-01      -1.31132834e+00      -4.47442858e+01      -9.55437496e+01       9.45650911e+00        9.42866034e-05
             3.75404241e-01      -6.01957592e-01       3.71952987e-01      -5.58398574e+01      -4.28669719e+01       9.83437445e+01        9.42866034e-05
             2.47224222e-01       6.51661629e-01      -1.54457769e-01      -2.66730562e+01       1.01465992e+00       2.06585312e+00        9.42866034e-05
            -6.81137459e-02       4.06019483e-02      -1.67652266e-01      -1.93309216e+01      -2.34986751e+02       4.31733257e+01        9.42866034e-05
            -5.88547101e-01       1.52215408e-01       3.22194848e-01      -3.19018209e+01      -1.38621681e+01       1.56894674e+02        9.42866034e-05
            -1.04465965e+00      -7.33306599e-01      -1.43772482e+00       2.61074966e+01       7.21124947e+01      -2.33561373e+01        9.42866034e-05
            -4.29444087e-02      -3.94773938e-01      -3.08671953e-01       8.51493244e+01       8.95005431e+01       8.11935209e+01        9.42866034e-05
            -4.24220292e-01       5.11870376e-01       7.66180614e-01      -8.75173428e+01       1.74549842e+01      -5.34010133e+01        9.42866034e-05
             8.17905476e-02      -2.98271387e-01       1.22337416e-01       4.31251640e+01       1.00508613e+02       3.82840218e-01        9.42866034e-05
             1.51319100e+00       3.59650037e-01      -6.90838978e-01      -1.17127431e+02       2.21074846e+01      -4.99641254e+00        9.42866034e-05
             4.00763319e-01       4.76152501e-02       3.37535715e-01       3.75525028e+01      -8.50754513e+01       1.46799152e+01        9.42866034e-05
            -2.33379396e-01       1.03701019e-01       2.04985476e-01       6.13440880e+01      -1.61523724e+02      -1.05335688e+02        9.42866034e-05
             3.16948314e-01      -9.91603610e-01      -1.43049920e+00      -2.52455395e+01      -3.75024906e-02       1.74973906e+01        9.42866034e-05
             1.04256287e-01       2.03520569e-01       5.04985486e-01       9.26034018e+01      -7.77210682e+01       1.24922739e+02        9.42866034e-05
            -1.30954828e+00       2.85170014e-02       8.18604096e-01       1.19922495e+02      -7.12329982e+01      -3.92170297e+01        9.42866034e-05
             6.97796063e-01       5.22640650e-01      -3.72937570e-01      -9.97712169e+01      -1.55438566e+01      -3.01912265e+00        9.42866034e-05
             5.74178017e-02      -2.48546603e+00      -1.94035372e+00       8.29853022e+00       4.58517397e+01      -1.36715316e+01        9.42866034e-05
             1.98124665e+00       2.58436796e-01      -4.28172299e-01       2.33364231e+01       6.63839053e+01       5.05989087e+01        9.42866034e-05
            -3.28082295e-01      -3.66242436e-01      -1.15275896e-01       9.12497789e+00      -1.34309485e+02       5.44953033e+01        9.42866034e-05
             3.34747086e-01      -1.42257742e-01      -1.18272757e+00      -1.26365179e+01       3.65213769e+00       5.13801170e+01        9.42866034e-05
             6.87208129e-01       1.54915642e-01       9.35860612e-01       2.76176821e+01      -3.49496460e+01       9.74247547e+01        9.42866034e-05
             3.47599849e-01      -4.21030745e-01       8.91625610e-01       6.14210295e+01       4.49649831e+01      -4.00731081e+01        9.42866034e-05
            -8.19763812e-01      -3.56621567e-01       1.07604936e+00      -3.13363663e+01       1.28676016e+02       1.00618153e+01        9.42866034e-05
             8.70362879e-01      -4.51491141e-01      -2.70150927e-01       3.61227633e+01      -3.96944981e+01       9.43234787e+01        9.42866034e-05
            -5.38562246e-01       4.80945311e-01      -1.51987958e-01       2.07231174e+01       1.41343186e+02       8.94891308e+01        9.42866034e-05
             1.43903821e+00      -1.63257926e-01      -2.28163861e-02      -5.06629166e+01      -2.49488956e+01       7.00696086e+01        9.42866034e-05
             2.61665272e+00      -7.70038768e-01       4.89192475e-01       5.27161993e+01      -2.95552298e+01       5.21680502e+01        9.42866034e-05
             6.54004130e-01       1.04561200e+00       2.77819736e+00      -9.65495324e+01      -7.36124042e+00      -5.49468870e+01        9.42866034e-05
             9.77752244e-01       2.20612895e-01       4.68831084e-01      -1.49849794e+01       8.64968132e+00       1.22759436e+01        9.42866034e-05
            -3.58103300e-01      -5.85555574e-02      -1.54483945e-01       9.78617013e+01       1.08283933e+02       2.78886940e+01        9.42866034e-05
             6.88747181e-02       1.85053966e-02       5.01918947e-02       8.50344789e+01       2.39934544e+01       3.52782946e+01        9.42866034e-05
            -2.40186230e+00      -2.93325774e+00       1.58390871e+00       8.65045974e+01       1.73785088e+00      -2.51978755e+01        9.42866034e-05
            -2.02748967e+00      -5.81748418e-01       2.17384039e+00       6.92513876e+01       2.48979321e+01       2.89641957e+01        9.42866034e-05
             1.08241076e+00      -1.07829530e+00       1.18555486e+00      -4.18016413e+01      -6.63777329e+00      -2.16235062e+01        9.42866034e-05
            -1.87357713e+00      -2.57944073e+00      -8.92482651e-02       1.33288490e+01       2.87415548e+01      -6.09003015e+01        9.42866034e-05
            -1.29830138e-02      -7.01279636e-01       5.85638235e-01      -2.66296907e+01      -8.59822878e+00       1.25438475e+02        9.42866034e-05
             5.26555022e-01      -9.66570023e-02      -3.24607978e-01      -1.32266421e+02       3.25797558e+01       5.16433311e+01        9.42866034e-05
             3.07846869e+00      -1.31158932e+00      -1.17054152e+00      -4.78150352e+01       2.03937703e+01       5.94586308e+01        9.42866034e-05
             1.46311600e+00       1.41481570e-01      -3.29397327e-01      -1.13392713e+02       6.77708843e+01      -3.71938280e+01        9.42866034e-05
            -3.63043929e-01      -7.54711596e-01      -5.73030430e-01      -4.61545202e+01      -6.09387133e+01       3.15310935e+01        9.42866034e-05
             1.43695152e+00       6.13756126e-01       4.60438814e-01       1.35228996e+02      -7.00426407e+01      -4.14744207e+01        9.42866034e-05
            -9.79646622e-01      -1.12572980e+00      -2.43533805e+00      -1.96203335e+01      -2.18003255e+01      -9.70025853e+01        9.42866034e-05
            -1.99304675e-01       6.27036343e-02       3.94066123e-01       2.74613648e+01       1.05594337e+02       4.60759798e+01        9.42866034e-05
             8.32724461e-01       7.14087343e-03      -1.00494263e+00       2.77212611e+01       3.78186277e+00      -3.19514589e+01        9.42866034e-05
             3.24540047e-01      -5.76958235e-01       5.83180351e-01       1.42433913e+02       1.30118829e+01       7.89832699e+01        9.42866034e-05
            -1.11535847e-01      -2.07543124e-01      -2.66309837e-02      -5.19269946e+01       2.61219529e+01       7.12857805e+01        9.42866034e-05
            -1.26873670e+00      -4.87275113e-01       1.22270697e-01       6.02523648e+01      -8.11091916e+01       8.78405848e+01        9.42866034e-05
            -1.70636184e+00      -3.32850680e+00       6.33650451e-01       3.78379602e+01      -2.56731831e+01      -1.75226862e+01        9.42866034e-05
             6.64044923e-01       8.09503309e-01       4.94946409e-01      -4.94363151e+01      -1.59516131e+01       2.90519900e+01        9.42866034e-05
             6.05078732e-01      -5.57517085e-01      -1.80692713e-01      -5.91831249e+01      -3.03905462e+01       1.35923864e+02        9.42866034e-05
            -2.24925068e-01      -1.73970626e-01       3.90956769e-01       1.13780885e+02      -1.08657317e+02      -5.31678034e+01        9.42866034e-05
            -7.64361083e-01      -1.53367535e+00      -4.99058435e-01       4.05574892e+01      -3.86267071e+01       3.49371683e+01        9.42866034e-05
            -1.53489418e+00      -5.36142280e-01       5.34949647e-01      -7.09157026e+01       1.88701000e+01       7.68743400e+01        9.42866034e-05
             1.00337002e+00       1.76512950e+00      -2.22012351e+00       8.43526339e+00       3.29123189e+01       5.86600713e+01        9.42866034e-05
            -3.56148605e-01      -1.18469540e-01       2.31803263e+00       2.02477265e+01      -2.52647284e+01       2.94925055e+01        9.42866034e-05
             1.10089504e-01      -1.50179799e-03       9.71184101e-01       4.96828879e+01       9.34831191e+01       7.17358795e+01        9.42866034e-05
            -1.26087313e+00       1.68322594e-01      -4.70161090e-01      -6.74058732e+01       1.72878995e+01      -6.44936321e+00        9.42866034e-05
            -4.82045402e-01       6.75729128e-01      -6.34467274e-01       5.42484849e+00       5.88770305e+01       3.41296039e+01        9.42866034e-05
            -4.42646170e-02      -5.39825162e-03       5.23842359e-01       1.09804475e+02      -6.89134038e+01       1.12996281e+02        9.42866034e-05
             5.03551824e-01       4.50138161e-01      -2.03814959e-01      -4.64827437e+01      -1.92198277e+02      -2.61283429e+01        9.42866034e-05
            -4.49815309e-01      -6.32952549e-01       2.00656728e+00      -1.69734880e+01       7.99684496e+01       4.31516687e+01        9.42866034e-05
            -3.09477452e-01      -1.57537678e+00      -8.32956259e-02      -2.28321489e+01       6.47130700e+01       2.31996072e+01        9.42866034e-05
             4.69783979e-01       5.17027198e-01      -3.08240908e-01       8.97855476e+01       2.35191503e+00      -1.30937260e+02        9.42866034e-05
             9.66367243e-01      -1.49129071e-02      -3.79202579e-02       4.36752330e+01       5.52474610e+01      -3.63501812e+01        9.42866034e-05
            -2.00199226e-01      -1.72698206e+00      -1.02265680e-01      -4.88440349e+01       3.11181938e+01      -2.94157613e+01        9.42866034e-05
            -3.88270976e-01      -6.52775994e-01       6.18535323e-01       8.80773879e+01       7.33584747e+00       2.49632173e+01        9.42866034e-05
            -8.95923308e-01       3.25322505e+00       1.88448350e-01       2.80690433e+01      -4.77051495e+01       2.32053090e+01        9.42866034e-05
             2.45792222e+00      -1.15454134e+00      -1.48868414e+00      -5.38103637e+01       2.84468145e+01      -4.94555064e+01        9.42866034e-05
            -7.46965549e-01       7.01178247e-01      -3.59376072e-02      -2.84393163e+00      -6.53298487e+01      -1.06041358e+02        9.42866034e-05
            -1.00748399e+00       1.71418323e+00      -1.19839293e+00      -1.25771405e+01       7.59367511e+01       5.33352312e+01        9.42866034e-05
            -1.31117779e-01       4.56509955e-01      -1.06315357e+00      -9.43529446e+01      -9.35709086e+01      -1.22549965e+01        9.42866034e-05
            -9.93090606e-03       1.52111122e-01      -5.43265812e-01       1.09317820e+02       2.85713081e+01       6.68532666e+01        9.42866034e-05
            -6.00716271e-01      -2.48972905e-01      -1.57174540e+00       9.68640944e+00       9.31486586e+01      -7.79814079e+01        9.42866034e-05
            -6.52249034e-01      -9.47228234e-02       2.90817312e-01       2.08034818e+01      -4.28804675e+01      -6.59976324e+01        9.42866034e-05
             8.95170647e-01       6.20607188e-01       4.12822973e-01       4.22614343e+01      -1.34501359e+02      -3.86418059e+01        9.42866034e-05
             4.46457107e-01       7.80414694e-01       2.07261581e+00      -9.54816401e+01      -4.07582402e+01       2.61253012e+01        9.42866034e-05
             1.38608545e-01       1.14102676e+00      -1.46554664e+00      -5.33801412e+01      -1.72086698e+01      -7.45089089e+01        9.42866034e-05
            -7.32287794e-02      -1.51760924e-01      -1.25430329e+00       8.18928825e+01       2.74304431e+01      -2.09691318e-01        9.42866034e-05
             1.30977758e-01       6.57250963e-01       5.12044887e-01      -2.98400536e+01      -5.42210308e+00      -1.42059081e+02        9.42866034e-05
