# Plummer Sphere Model Random Initial Conditions - 10000 particles 
# 
#              position_x           position_y           position_z           velocity_x           velocity_y           velocity_z              masses    
             1.65040864e+00      -1.63701742e+00      -8.20885362e-01      -8.54104905e+01      -7.64650813e+00      -9.07879744e+01        9.42866034e-05
            -4.86185373e-01      -1.96310874e-01      -3.01857935e-01      -5.46270483e+01       3.94366782e+01      -7.05551651e+01        9.42866034e-05
             2.98645838e-01      -2.00878859e-01       9.11210665e-02      -8.39246132e+01       2.70676186e+01       3.34584597e+00        9.42866034e-05
             1.28865520e+00      -6.63658579e-01       9.72224998e-01       2.63701101e+01       9.97410169e+00      -6.30186684e+01        9.42866034e-05
             1.38847189e-01       5.24256325e-02       4.15055215e-01      -1.54665505e+02       8.69195312e+01       2.25881592e+01        9.42866034e-05
             3.65667742e-01       3.15697096e-03      -3.81338603e-02       1.29269828e+02      -1.36272920e+02       2.55213532e+01        9.42866034e-05
             4.61966435e-01       6.76665349e-02      -5.52873424e-01      -7.44605069e+01      -1.29228276e+02      -1.26262564e+02        9.42866034e-05
             1.05629461e+00      -3.20573477e-01      -2.02660182e-01       1.13886447e+02      -4.88389602e+01      -9.87147517e+00        9.42866034e-05
             6.10953185e-01       7.23182751e-01      -1.40403884e+00      -1.23606056e+02      -1.81967537e+01      -2.24721046e+01        9.42866034e-05
             3.80726352e-01       3.25466766e-01      -3.69593518e-01      -1.78005652e+01      -7.25014097e+01      -3.86296359e+01        9.42866034e-05
             1.25044901e+00       2.00425830e+00      -5.51228241e-02      -3.09945966e+01       2.02630384e+01      -2.36456116e+01        9.42866034e-05
             6.18511024e-02      -4.67020476e-02      -9.78838288e-02      -1.14371082e+02       1.11987209e+01       3.72513725e+01        9.42866034e-05
            -3.96169339e-01      -2.82588863e-01       5.49119541e-01       2.64418343e+01      -8.09343249e+01      -1.81142999e+01        9.42866034e-05
            -4.20289147e-01       5.07757806e-01       1.59503093e-01      -1.36464303e+01      -1.12755491e+02      -7.46196313e+01        9.42866034e-05
            -3.76222166e-01      -9.17790175e-01       7.25273119e-01      -8.72231464e+01       6.66197107e+01      -1.88978210e+01        9.42866034e-05
             5.37431460e-01       1.29583547e+00       5.98109619e-01      -2.03580319e+01      -1.20957936e+01      -1.32592399e+01        9.42866034e-05
             9.99013682e-01       1.69670800e-01       1.66907000e+00      -8.03208133e+01      -9.72630757e+00      -2.69658810e+01        9.42866034e-05
            -3.13856432e+00      -3.13441624e+00      -5.84562421e-02      -6.93662089e+01      -7.42637111e+01      -3.50097707e+00        9.42866034e-05
            -8.27501818e-01      -9.68039575e-01       7.45686462e-01      -7.88021608e+01       8.29481940e+01       4.09586444e+00        9.42866034e-05
